SR-CODE,NAME,Semester,Course,ILO1,ILO2,ILO3,ILO4
22-52833,Isabel Mendoza,2,Integral Calculus,81.8,83.3,75.8,67.1
22-52833,Isabel Mendoza,2,Physics 1,79.1,77.5,75.7,77.0
22-52833,Isabel Mendoza,3,Life and Works of Rizal,78.7,66.3,68.3,68.8
22-52833,Isabel Mendoza,3,Ethics,83.8,82.5,82.3,68.6
22-52833,Isabel Mendoza,3,Modern Biology,84.5,68.8,76.9,63.9
22-52833,Isabel Mendoza,3,Computer Engineering as a Discipline,76.7,92.9,73.5,62.6
22-52833,Isabel Mendoza,3,Programming Logic and Design,77.2,69.4,63.8,78.4
22-52833,Isabel Mendoza,3,Discrete Mathematics,86.4,79.6,72.0,68.5
22-52833,Isabel Mendoza,3,Fundamentals of Electrical Engineering,85.7,76.0,60.0,81.8
22-52833,Isabel Mendoza,3,Computer-Aided Design,77.6,76.2,77.6,70.1
22-52833,Isabel Mendoza,4,Engineering Economics,81.5,72.2,64.3,69.5
22-52833,Isabel Mendoza,4,Engineering Data Analysis,88.6,73.7,70.0,77.7
22-52833,Isabel Mendoza,4,Differential Equations,77.2,75.1,72.1,70.0
22-52833,Isabel Mendoza,4,Object Oriented Programming,65.3,69.3,70.9,67.1
22-52833,Isabel Mendoza,4,Advanced Engineering Mathematics for CpE,86.9,88.6,83.4,75.9
22-52833,Isabel Mendoza,4,Cognate/Elective Course 1,73.9,68.8,69.6,69.3
22-52833,Isabel Mendoza,4,Electronic Circuits: Devices and Analysis,81.4,77.9,70.4,72.0
22-52833,Isabel Mendoza,4,Basic Occupational Health and Safety,84.6,80.0,71.5,62.8
22-52833,Isabel Mendoza,4,Numerical Methods,74.8,73.5,75.9,73.5
22-52833,Isabel Mendoza,4,Kontekstwalisadong Komunikasyon sa Filipino,68.6,71.7,73.1,62.4
22-52833,Isabel Mendoza,5,Logic Circuits and Design,79.1,72.3,66.8,67.6
22-52833,Isabel Mendoza,5,Data Structures and Algorithms,77.1,67.4,68.1,68.6
22-52833,Isabel Mendoza,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",70.2,62.6,60.3,63.3
22-52833,Isabel Mendoza,5,Fundamentals of Mixed Signals and Sensors,68.6,72.1,81.1,60.0
22-52833,Isabel Mendoza,5,Feedback and Control Systems,78.3,90.4,76.8,68.2
22-52833,Isabel Mendoza,5,Introduction to HDL,75.5,76.7,81.3,64.1
22-52833,Isabel Mendoza,5,Research Methods,72.5,66.5,72.3,60.0
22-52833,Isabel Mendoza,5,Filipino sa Iba't Ibang Disiplina,74.3,69.3,78.1,64.8
22-52833,Isabel Mendoza,6,Microprocessors,78.8,64.5,71.9,60.1
22-52833,Isabel Mendoza,6,Software Design,72.2,85.8,75.1,65.0
22-52833,Isabel Mendoza,6,Routing and Switching (CISCO 2),94.0,67.0,76.5,60.0
22-52833,Isabel Mendoza,6,Digital Signal Processing,78.5,69.5,75.9,70.7
22-52833,Isabel Mendoza,6,Emerging Technologies in CpE,72.9,79.1,66.1,67.8
22-52833,Isabel Mendoza,6,CpE Practice and Design 1,82.0,65.9,67.2,68.1
22-52833,Isabel Mendoza,6,Cognate/Elective Course 2,78.6,81.1,68.2,63.9
22-52833,Isabel Mendoza,7,Scaling Networks (CISCO 3),69.5,74.5,67.8,64.2
22-52833,Isabel Mendoza,7,Operating Systems,74.2,75.8,66.2,61.2
22-52833,Isabel Mendoza,7,Computer Architecture and Organization,79.1,60.0,67.5,60.4
22-52833,Isabel Mendoza,7,Computer Engineering Drafting and Design,83.7,71.5,67.7,67.0
22-52833,Isabel Mendoza,7,Connecting Networks and Security (CISCO 4),71.2,70.1,70.1,63.3
22-52833,Isabel Mendoza,7,Embedded Systems,73.9,68.1,64.2,67.7
22-52833,Isabel Mendoza,7,Seminars and Fieldtrips,78.9,66.2,76.2,72.4
22-52833,Isabel Mendoza,7,Manufacturing and Quality Control,82.3,76.0,74.9,80.4
22-52833,Isabel Mendoza,7,Cognate/Elective Course 3 (Data Mining / AI Track),73.0,66.3,60.3,76.3
22-52833,Isabel Mendoza,7,ASEAN Literature,87.7,69.2,67.3,65.9
22-52833,Isabel Mendoza,8,Technopreneurship,84.4,67.0,60.0,80.8
22-52833,Isabel Mendoza,8,On-the-Job Training,78.9,77.5,70.4,70.6
22-52833,Isabel Mendoza,8,CpE Practice and Design 2,68.0,69.7,72.3,60.0
22-51938,Alex Santos,1,Introduction to Engineering,77.0,74.2,71.4,66.0
22-51938,Alex Santos,1,Understanding the Self,72.8,65.5,74.1,67.5
22-51938,Alex Santos,1,Mathematics in the Modern World,71.3,77.5,72.2,67.2
22-51938,Alex Santos,1,Readings in Philippine History,65.8,80.5,65.9,69.7
22-51938,Alex Santos,1,Purposive Communication,73.9,74.1,80.2,72.5
22-51938,Alex Santos,1,Differential Calculus,86.3,79.1,76.3,60.0
22-51938,Alex Santos,1,General Chemistry,77.6,75.8,81.3,66.9
22-51938,Alex Santos,1,Computer Programming 1,80.4,77.8,80.2,68.5
22-51938,Alex Santos,2,Engineering Drawing,83.0,65.4,62.9,60.0
22-51938,Alex Santos,2,Contemporary World,83.5,80.4,78.6,65.3
22-51938,Alex Santos,2,Art Appreciation,75.4,75.7,81.9,79.5
22-51938,Alex Santos,2,"Science, Technology and Society",83.5,78.4,81.3,67.8
22-51938,Alex Santos,2,Integral Calculus,77.2,76.3,68.1,68.9
22-51938,Alex Santos,2,Physics 1,72.8,83.3,77.2,78.5
22-51938,Alex Santos,3,Life and Works of Rizal,69.0,87.8,63.8,62.1
22-51938,Alex Santos,3,Ethics,75.0,84.3,74.6,67.9
22-51938,Alex Santos,3,Modern Biology,74.8,68.9,80.7,74.8
22-51938,Alex Santos,3,Computer Engineering as a Discipline,86.9,78.8,60.0,61.8
22-51938,Alex Santos,3,Programming Logic and Design,81.6,74.2,69.9,62.7
22-51938,Alex Santos,3,Discrete Mathematics,85.2,79.9,76.9,66.2
22-51938,Alex Santos,3,Fundamentals of Electrical Engineering,79.1,67.7,71.8,60.0
22-51938,Alex Santos,3,Computer-Aided Design,68.6,73.7,86.8,60.0
22-51938,Alex Santos,4,Engineering Economics,71.3,77.7,83.9,70.5
22-51938,Alex Santos,4,Engineering Data Analysis,83.7,75.1,70.9,70.5
22-51938,Alex Santos,4,Differential Equations,75.6,81.5,64.3,75.3
22-51938,Alex Santos,4,Object Oriented Programming,79.0,75.1,63.4,63.4
22-51938,Alex Santos,4,Advanced Engineering Mathematics for CpE,86.7,75.9,75.6,64.7
22-51938,Alex Santos,4,Cognate/Elective Course 1,78.6,68.2,73.9,71.5
22-51938,Alex Santos,4,Electronic Circuits: Devices and Analysis,79.9,70.3,70.5,71.9
22-51938,Alex Santos,4,Basic Occupational Health and Safety,77.5,74.7,84.7,63.6
22-51938,Alex Santos,4,Numerical Methods,86.0,70.2,77.9,74.2
22-51938,Alex Santos,4,Kontekstwalisadong Komunikasyon sa Filipino,75.7,69.1,61.4,65.6
22-51938,Alex Santos,5,Logic Circuits and Design,81.2,69.2,73.1,60.0
22-51938,Alex Santos,5,Data Structures and Algorithms,77.4,69.5,72.8,66.3
22-51938,Alex Santos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",71.6,72.5,67.7,61.4
22-51938,Alex Santos,5,Fundamentals of Mixed Signals and Sensors,84.5,73.5,60.0,64.9
22-51938,Alex Santos,5,Feedback and Control Systems,85.0,72.6,82.9,64.8
22-51938,Alex Santos,5,Introduction to HDL,81.0,81.9,75.3,60.4
22-51938,Alex Santos,5,Research Methods,73.1,83.4,68.4,75.2
22-51938,Alex Santos,5,Filipino sa Iba't Ibang Disiplina,76.2,77.3,64.9,65.7
22-51938,Alex Santos,6,Microprocessors,72.8,77.0,73.1,71.4
22-51938,Alex Santos,6,Software Design,75.8,70.8,74.4,63.1
22-51938,Alex Santos,6,Routing and Switching (CISCO 2),85.2,75.7,71.3,72.1
22-51938,Alex Santos,6,Digital Signal Processing,79.1,67.2,67.6,76.3
22-51938,Alex Santos,6,Emerging Technologies in CpE,79.3,66.3,75.4,66.0
22-51938,Alex Santos,6,CpE Practice and Design 1,73.5,69.5,79.3,60.0
22-51938,Alex Santos,6,Cognate/Elective Course 2,73.8,77.1,82.7,72.6
22-51938,Alex Santos,7,Scaling Networks (CISCO 3),73.7,85.6,65.1,70.9
22-51938,Alex Santos,7,Operating Systems,81.7,71.1,77.4,66.2
22-51938,Alex Santos,7,Computer Architecture and Organization,82.2,64.6,74.6,66.2
22-51938,Alex Santos,7,Computer Engineering Drafting and Design,84.9,75.4,80.1,71.7
22-51938,Alex Santos,7,Connecting Networks and Security (CISCO 4),78.0,81.1,78.0,72.2
22-51938,Alex Santos,7,Embedded Systems,64.3,69.8,80.9,61.1
22-51938,Alex Santos,7,Seminars and Fieldtrips,84.1,80.6,68.9,60.0
22-51938,Alex Santos,7,Manufacturing and Quality Control,74.6,88.1,67.4,63.9
22-51938,Alex Santos,7,Cognate/Elective Course 3 (Data Mining / AI Track),72.8,83.7,71.8,65.6
22-51938,Alex Santos,7,ASEAN Literature,87.2,79.9,67.7,62.0
22-51938,Alex Santos,8,Technopreneurship,85.7,76.5,64.0,60.0
22-51938,Alex Santos,8,On-the-Job Training,72.1,69.0,61.0,62.7
22-51938,Alex Santos,8,CpE Practice and Design 2,73.3,73.6,83.4,67.7
22-71134,Juan Mendoza,1,Introduction to Engineering,81.0,82.6,74.8,74.5
22-71134,Juan Mendoza,1,Understanding the Self,83.7,80.3,92.8,77.6
22-71134,Juan Mendoza,1,Mathematics in the Modern World,77.6,83.8,73.4,76.7
22-71134,Juan Mendoza,1,Readings in Philippine History,73.7,72.9,78.3,78.1
22-71134,Juan Mendoza,1,Purposive Communication,85.0,84.6,78.5,73.2
22-71134,Juan Mendoza,1,Differential Calculus,81.1,86.4,84.3,73.6
22-71134,Juan Mendoza,1,General Chemistry,83.4,91.1,78.1,74.4
22-71134,Juan Mendoza,1,Computer Programming 1,82.8,76.9,69.4,72.6
22-71134,Juan Mendoza,2,Engineering Drawing,81.7,90.5,80.9,68.5
22-71134,Juan Mendoza,2,Contemporary World,86.4,81.4,84.1,69.0
22-71134,Juan Mendoza,2,Art Appreciation,83.1,78.9,76.6,66.8
22-71134,Juan Mendoza,2,"Science, Technology and Society",85.4,82.0,84.0,72.1
22-71134,Juan Mendoza,2,Integral Calculus,81.6,86.3,73.4,80.5
22-71134,Juan Mendoza,2,Physics 1,90.6,89.1,80.5,71.1
22-71134,Juan Mendoza,3,Life and Works of Rizal,82.6,81.8,72.9,80.1
22-71134,Juan Mendoza,3,Ethics,85.5,74.2,87.5,72.7
22-71134,Juan Mendoza,3,Modern Biology,77.5,76.6,87.1,84.9
22-71134,Juan Mendoza,3,Computer Engineering as a Discipline,88.0,87.4,83.5,75.5
22-71134,Juan Mendoza,3,Programming Logic and Design,81.9,80.8,78.8,65.9
22-71134,Juan Mendoza,3,Discrete Mathematics,88.5,90.3,77.0,72.1
22-71134,Juan Mendoza,3,Fundamentals of Electrical Engineering,84.8,75.6,68.3,79.0
22-71134,Juan Mendoza,3,Computer-Aided Design,79.2,79.6,72.5,79.8
22-71134,Juan Mendoza,4,Engineering Economics,87.1,78.1,69.2,70.1
22-71134,Juan Mendoza,4,Engineering Data Analysis,87.5,82.7,78.9,75.3
22-71134,Juan Mendoza,4,Differential Equations,88.6,81.3,80.9,68.1
22-71134,Juan Mendoza,4,Object Oriented Programming,95.3,75.8,75.6,73.7
22-71134,Juan Mendoza,4,Advanced Engineering Mathematics for CpE,81.6,81.6,78.2,68.5
22-71134,Juan Mendoza,4,Cognate/Elective Course 1,82.6,67.6,84.9,75.1
22-71134,Juan Mendoza,4,Electronic Circuits: Devices and Analysis,85.8,69.0,71.4,80.4
22-71134,Juan Mendoza,4,Basic Occupational Health and Safety,98.0,86.7,82.5,75.3
22-71134,Juan Mendoza,4,Numerical Methods,79.0,87.5,71.6,66.7
22-71134,Juan Mendoza,4,Kontekstwalisadong Komunikasyon sa Filipino,74.3,85.4,75.9,72.7
22-71134,Juan Mendoza,5,Logic Circuits and Design,81.8,72.7,72.2,68.4
22-71134,Juan Mendoza,5,Data Structures and Algorithms,71.5,74.5,67.8,73.8
22-71134,Juan Mendoza,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",83.9,69.8,72.6,81.5
22-71134,Juan Mendoza,5,Fundamentals of Mixed Signals and Sensors,76.0,82.0,76.8,78.7
22-71134,Juan Mendoza,5,Feedback and Control Systems,85.9,79.0,78.6,74.5
22-71134,Juan Mendoza,5,Introduction to HDL,81.4,71.6,83.6,78.5
22-71134,Juan Mendoza,5,Research Methods,75.7,77.7,74.9,65.2
22-71134,Juan Mendoza,5,Filipino sa Iba't Ibang Disiplina,70.8,75.5,74.1,63.5
22-71134,Juan Mendoza,6,Microprocessors,83.0,86.4,81.2,71.3
22-71134,Juan Mendoza,6,Software Design,68.9,81.8,75.2,72.9
22-71134,Juan Mendoza,6,Routing and Switching (CISCO 2),91.5,72.6,60.0,64.0
22-71134,Juan Mendoza,6,Digital Signal Processing,87.0,81.7,70.9,65.5
22-71134,Juan Mendoza,6,Emerging Technologies in CpE,77.8,70.1,77.5,67.9
22-71134,Juan Mendoza,6,CpE Practice and Design 1,78.2,75.0,77.8,72.4
22-71134,Juan Mendoza,6,Cognate/Elective Course 2,81.1,78.6,73.9,64.1
22-71134,Juan Mendoza,7,Scaling Networks (CISCO 3),75.6,75.2,86.7,62.2
22-71134,Juan Mendoza,7,Operating Systems,77.4,78.1,72.5,76.8
22-71134,Juan Mendoza,7,Computer Architecture and Organization,80.1,78.1,81.1,83.0
22-71134,Juan Mendoza,7,Computer Engineering Drafting and Design,90.4,78.6,75.9,72.4
22-71134,Juan Mendoza,7,Connecting Networks and Security (CISCO 4),80.8,72.5,80.0,71.6
22-71134,Juan Mendoza,7,Embedded Systems,81.7,71.8,76.6,60.7
22-71134,Juan Mendoza,7,Seminars and Fieldtrips,78.5,76.1,78.0,83.4
22-71134,Juan Mendoza,7,Manufacturing and Quality Control,85.4,88.2,80.1,78.8
22-71134,Juan Mendoza,7,Cognate/Elective Course 3 (Data Mining / AI Track),91.1,73.1,69.6,74.4
22-71134,Juan Mendoza,7,ASEAN Literature,82.0,80.8,74.8,68.6
22-71134,Juan Mendoza,8,Technopreneurship,91.7,72.9,80.4,75.3
22-71134,Juan Mendoza,8,On-the-Job Training,72.5,74.5,72.3,75.5
22-71134,Juan Mendoza,8,CpE Practice and Design 2,79.8,79.0,67.5,86.1
22-57036,Diego Reyes,1,Introduction to Engineering,77.9,78.1,68.8,64.3
22-57036,Diego Reyes,1,Understanding the Self,88.9,63.6,73.7,60.9
22-57036,Diego Reyes,1,Mathematics in the Modern World,74.3,70.6,65.5,67.7
22-57036,Diego Reyes,1,Readings in Philippine History,62.1,73.3,71.5,60.0
22-57036,Diego Reyes,1,Purposive Communication,86.6,71.6,70.6,64.6
22-57036,Diego Reyes,1,Differential Calculus,76.3,82.3,86.2,72.0
22-57036,Diego Reyes,1,General Chemistry,83.3,84.7,72.9,77.0
22-57036,Diego Reyes,1,Computer Programming 1,81.4,75.3,73.4,60.0
22-57036,Diego Reyes,2,Engineering Drawing,80.7,67.3,63.7,70.7
22-57036,Diego Reyes,2,Contemporary World,70.8,75.1,72.9,69.3
22-57036,Diego Reyes,2,Art Appreciation,72.0,80.5,71.5,70.8
22-57036,Diego Reyes,2,"Science, Technology and Society",70.3,74.1,78.6,74.0
22-57036,Diego Reyes,2,Integral Calculus,72.0,71.2,65.4,63.6
22-57036,Diego Reyes,2,Physics 1,68.4,73.6,75.2,62.8
22-57036,Diego Reyes,3,Life and Works of Rizal,76.9,73.8,78.4,64.5
22-57036,Diego Reyes,3,Ethics,74.0,70.1,65.2,71.4
22-57036,Diego Reyes,3,Modern Biology,75.9,74.8,79.0,75.5
22-57036,Diego Reyes,3,Computer Engineering as a Discipline,67.6,79.0,73.4,65.4
22-57036,Diego Reyes,3,Programming Logic and Design,78.7,64.0,80.1,70.6
22-57036,Diego Reyes,3,Discrete Mathematics,71.6,70.9,61.2,65.7
22-57036,Diego Reyes,3,Fundamentals of Electrical Engineering,76.1,68.7,78.1,77.2
22-57036,Diego Reyes,3,Computer-Aided Design,78.8,74.8,76.1,69.4
22-57036,Diego Reyes,4,Engineering Economics,71.0,71.2,70.3,69.7
22-57036,Diego Reyes,4,Engineering Data Analysis,76.8,75.7,62.2,71.5
22-57036,Diego Reyes,4,Differential Equations,76.8,89.8,69.0,69.5
22-57036,Diego Reyes,4,Object Oriented Programming,93.7,75.6,70.9,61.6
22-57036,Diego Reyes,4,Advanced Engineering Mathematics for CpE,85.9,67.5,73.9,64.7
22-57036,Diego Reyes,4,Cognate/Elective Course 1,75.6,65.8,79.4,65.8
22-57036,Diego Reyes,4,Electronic Circuits: Devices and Analysis,71.7,84.1,70.4,71.5
22-57036,Diego Reyes,4,Basic Occupational Health and Safety,82.5,78.0,60.0,72.3
22-57036,Diego Reyes,4,Numerical Methods,76.1,72.5,70.7,60.0
22-57036,Diego Reyes,4,Kontekstwalisadong Komunikasyon sa Filipino,78.6,67.0,70.3,69.1
22-57036,Diego Reyes,5,Logic Circuits and Design,85.4,71.7,82.2,75.2
22-57036,Diego Reyes,5,Data Structures and Algorithms,74.1,67.7,62.7,69.1
22-57036,Diego Reyes,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",72.3,81.6,67.2,62.1
22-57036,Diego Reyes,5,Fundamentals of Mixed Signals and Sensors,80.4,72.5,73.5,75.4
22-57036,Diego Reyes,5,Feedback and Control Systems,77.4,75.2,72.6,60.0
22-57036,Diego Reyes,5,Introduction to HDL,81.3,77.6,78.8,73.1
22-57036,Diego Reyes,5,Research Methods,76.3,81.3,70.3,69.7
22-57036,Diego Reyes,5,Filipino sa Iba't Ibang Disiplina,75.6,77.9,69.8,78.1
22-57036,Diego Reyes,6,Microprocessors,91.1,81.9,82.7,60.3
22-57036,Diego Reyes,6,Software Design,68.2,72.5,71.6,66.3
22-57036,Diego Reyes,6,Routing and Switching (CISCO 2),66.8,81.3,84.2,75.2
22-57036,Diego Reyes,6,Digital Signal Processing,83.3,75.8,66.3,68.0
22-57036,Diego Reyes,6,Emerging Technologies in CpE,89.3,72.3,68.6,74.1
22-57036,Diego Reyes,6,CpE Practice and Design 1,84.5,70.1,70.5,65.2
22-57036,Diego Reyes,6,Cognate/Elective Course 2,77.1,81.0,66.5,74.0
22-57036,Diego Reyes,7,Scaling Networks (CISCO 3),77.3,88.3,73.2,66.9
22-57036,Diego Reyes,7,Operating Systems,80.1,72.4,60.6,66.0
22-57036,Diego Reyes,7,Computer Architecture and Organization,77.4,67.1,73.0,60.0
22-57036,Diego Reyes,7,Computer Engineering Drafting and Design,76.9,78.1,74.0,67.0
22-57036,Diego Reyes,7,Connecting Networks and Security (CISCO 4),76.2,69.7,71.4,67.8
22-57036,Diego Reyes,7,Embedded Systems,73.6,78.2,75.0,68.5
22-57036,Diego Reyes,7,Seminars and Fieldtrips,92.0,74.3,70.4,65.6
22-57036,Diego Reyes,7,Manufacturing and Quality Control,73.2,80.7,69.3,66.1
22-57036,Diego Reyes,7,Cognate/Elective Course 3 (Data Mining / AI Track),73.5,68.5,60.8,64.7
22-57036,Diego Reyes,7,ASEAN Literature,82.7,76.3,81.4,72.7
22-57036,Diego Reyes,8,Technopreneurship,80.6,86.4,71.5,68.6
22-57036,Diego Reyes,8,On-the-Job Training,77.4,84.4,72.1,64.3
22-57036,Diego Reyes,8,CpE Practice and Design 2,81.0,70.3,75.3,70.7
22-75496,Lucia Garcia,1,Introduction to Engineering,78.5,80.6,65.1,71.0
22-75496,Lucia Garcia,1,Understanding the Self,76.8,94.4,75.0,66.5
22-75496,Lucia Garcia,1,Mathematics in the Modern World,71.3,85.0,71.9,65.2
22-75496,Lucia Garcia,1,Readings in Philippine History,81.6,81.1,77.8,70.2
22-75496,Lucia Garcia,1,Purposive Communication,80.6,78.6,76.0,72.6
22-75496,Lucia Garcia,1,Differential Calculus,86.1,77.5,69.1,69.1
22-75496,Lucia Garcia,1,General Chemistry,84.1,66.4,63.3,75.5
22-75496,Lucia Garcia,1,Computer Programming 1,88.2,69.1,74.2,67.2
22-75496,Lucia Garcia,2,Engineering Drawing,78.6,79.6,66.8,63.9
22-75496,Lucia Garcia,2,Contemporary World,77.8,76.3,67.3,74.8
22-75496,Lucia Garcia,2,Art Appreciation,77.1,74.7,75.7,69.3
22-75496,Lucia Garcia,2,"Science, Technology and Society",84.6,71.6,65.6,68.2
22-75496,Lucia Garcia,2,Integral Calculus,79.9,69.7,65.6,71.1
22-75496,Lucia Garcia,2,Physics 1,75.0,68.4,79.8,66.2
22-75496,Lucia Garcia,3,Life and Works of Rizal,86.5,77.4,75.8,68.8
22-75496,Lucia Garcia,3,Ethics,63.7,70.4,73.3,72.2
22-75496,Lucia Garcia,3,Modern Biology,68.8,76.8,67.2,71.4
22-75496,Lucia Garcia,3,Computer Engineering as a Discipline,79.5,81.7,80.4,72.8
22-75496,Lucia Garcia,3,Programming Logic and Design,84.3,74.6,90.5,62.3
22-75496,Lucia Garcia,3,Discrete Mathematics,76.4,82.6,78.5,72.9
22-75496,Lucia Garcia,3,Fundamentals of Electrical Engineering,84.2,65.3,84.1,69.3
22-75496,Lucia Garcia,3,Computer-Aided Design,87.6,65.6,76.1,67.2
22-75496,Lucia Garcia,4,Engineering Economics,83.0,79.1,76.2,63.7
22-75496,Lucia Garcia,4,Engineering Data Analysis,79.2,76.1,76.9,75.9
22-75496,Lucia Garcia,4,Differential Equations,80.4,69.5,74.6,85.7
22-75496,Lucia Garcia,4,Object Oriented Programming,89.0,60.0,74.0,75.2
22-75496,Lucia Garcia,4,Advanced Engineering Mathematics for CpE,78.4,74.4,72.4,73.3
22-75496,Lucia Garcia,4,Cognate/Elective Course 1,72.2,83.9,73.2,64.0
22-75496,Lucia Garcia,4,Electronic Circuits: Devices and Analysis,86.9,68.5,71.2,67.1
22-75496,Lucia Garcia,4,Basic Occupational Health and Safety,92.5,73.1,61.1,66.6
22-75496,Lucia Garcia,4,Numerical Methods,82.3,81.9,87.6,78.4
22-75496,Lucia Garcia,4,Kontekstwalisadong Komunikasyon sa Filipino,80.7,71.9,83.8,67.8
22-75496,Lucia Garcia,5,Logic Circuits and Design,76.2,75.3,67.0,67.8
22-75496,Lucia Garcia,5,Data Structures and Algorithms,77.7,81.1,71.2,62.0
22-75496,Lucia Garcia,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",69.5,78.0,74.0,66.3
22-75496,Lucia Garcia,5,Fundamentals of Mixed Signals and Sensors,77.4,80.1,82.9,65.9
22-75496,Lucia Garcia,5,Feedback and Control Systems,80.1,82.9,69.3,69.9
22-75496,Lucia Garcia,5,Introduction to HDL,79.9,69.9,75.6,70.7
22-75496,Lucia Garcia,5,Research Methods,82.9,70.1,74.1,78.3
22-75496,Lucia Garcia,5,Filipino sa Iba't Ibang Disiplina,92.1,84.9,67.0,72.8
22-75496,Lucia Garcia,6,Microprocessors,77.3,79.5,69.9,60.3
22-75496,Lucia Garcia,6,Software Design,77.0,81.1,75.3,72.0
22-75496,Lucia Garcia,6,Routing and Switching (CISCO 2),80.4,79.2,76.7,68.0
22-75496,Lucia Garcia,6,Digital Signal Processing,80.0,87.6,74.8,70.2
22-75496,Lucia Garcia,6,Emerging Technologies in CpE,79.7,75.4,71.0,70.9
22-75496,Lucia Garcia,6,CpE Practice and Design 1,76.6,76.3,69.3,70.7
22-75496,Lucia Garcia,6,Cognate/Elective Course 2,82.6,75.5,61.5,73.2
22-75496,Lucia Garcia,7,Scaling Networks (CISCO 3),79.8,70.8,78.2,61.2
22-75496,Lucia Garcia,7,Operating Systems,85.4,76.4,60.0,70.7
22-75496,Lucia Garcia,7,Computer Architecture and Organization,77.7,74.4,70.1,69.8
22-75496,Lucia Garcia,7,Computer Engineering Drafting and Design,77.3,66.6,82.2,69.1
22-75496,Lucia Garcia,7,Connecting Networks and Security (CISCO 4),74.7,70.0,78.2,61.8
22-75496,Lucia Garcia,7,Embedded Systems,81.0,74.3,71.4,63.9
22-75496,Lucia Garcia,7,Seminars and Fieldtrips,75.9,77.3,75.4,65.3
22-75496,Lucia Garcia,7,Manufacturing and Quality Control,79.6,83.1,64.6,70.5
22-75496,Lucia Garcia,7,Cognate/Elective Course 3 (Data Mining / AI Track),73.4,70.4,75.1,66.3
22-75496,Lucia Garcia,7,ASEAN Literature,72.3,85.2,79.6,60.0
22-75496,Lucia Garcia,8,Technopreneurship,70.8,80.8,72.3,79.1
22-75496,Lucia Garcia,8,On-the-Job Training,83.3,79.0,67.9,73.0
22-75496,Lucia Garcia,8,CpE Practice and Design 2,71.9,85.0,76.6,65.1
22-78752,Valentina Garcia,1,Introduction to Engineering,82.3,88.6,70.7,71.5
22-78752,Valentina Garcia,1,Understanding the Self,74.9,75.6,63.0,68.2
22-78752,Valentina Garcia,1,Mathematics in the Modern World,76.9,85.1,60.5,65.7
22-78752,Valentina Garcia,1,Readings in Philippine History,85.2,73.7,71.0,63.2
22-78752,Valentina Garcia,1,Purposive Communication,71.9,64.2,68.3,62.2
22-78752,Valentina Garcia,1,Differential Calculus,77.3,69.6,68.4,64.7
22-78752,Valentina Garcia,1,General Chemistry,76.3,71.1,64.9,67.9
22-78752,Valentina Garcia,1,Computer Programming 1,84.1,76.1,68.6,67.6
22-78752,Valentina Garcia,2,Engineering Drawing,65.8,74.9,70.2,63.1
22-78752,Valentina Garcia,2,Contemporary World,72.9,72.7,78.0,74.7
22-78752,Valentina Garcia,2,Art Appreciation,71.9,72.0,69.1,73.0
